"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"97","16618822","2360 Hosp Way UNIT 331, Carlsbad, CA 92008","33.1761","-117.32732","508000","USD","1","1","690 sqft","","498800","2458","3","","False","https://photos.zillowstatic.com/fp/ecfa84972987f5758de734925019b01f-p_e.jpg","FOR SALE","Condo for sale","CA-RES","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2360-Hosp-Way-UNIT-331-Carlsbad-CA-92008/16618822_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"605","19728599","1445 Berksford Way, San Jose, CA 95127","37.349785","-121.815414","1249999","USD","4","5","1900 sqft","","1193300","4614","115","","False","https://photos.zillowstatic.com/fp/934be4af98d9ae066dab2020395d5ff6-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1445-Berksford-Way-San-Jose-CA-95127/19728599_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"355","63065363","1310 Saddle Rack St APT 249, San Jose, CA 95126","37.319813","-121.91149","899888","USD","2","3","1407 sqft","","913800","3665","8","","False","https://photos.zillowstatic.com/fp/153e4ddac1f6377e3a09aba32380cc7f-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1310-Saddle-Rack-St-APT-249-San-Jose-CA-95126/63065363_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"152","352578703","164 Cherry Ave, Carlsbad, CA 92008","33.151073","-117.34692","2699000","USD","4","3","2294 sqft","","2642900","6997","113","","False","https://photos.zillowstatic.com/fp/f5ef0b0bb34bbb6a3ae8f8aa653db319-p_e.jpg","FOR SALE","Townhouse for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/164-Cherry-Ave-Carlsbad-CA-92008/352578703_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"609","19831972","2014 La Terrace Cir, San Jose, CA 95123","37.240646","-121.86516","624000","USD","1","1","650 sqft","","621900","2366","23","","False","https://photos.zillowstatic.com/fp/0856563ebc577dab941ca760e65fc613-p_e.jpg","FOR SALE","Condo for sale","RE/MAX One","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2014-La-Terrace-Cir-San-Jose-CA-95123/19831972_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"333","51674159","807 Yorkshire, Irvine, CA 92620","33.729126","-117.762184","1190000","USD","3","3","1481 sqft","","","4372","102","","False","https://photos.zillowstatic.com/fp/8ee55134a874d6613b6d04763846f671-p_e.jpg","FOR SALE","Condo for sale","Re/Max Premier Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/807-Yorkshire-Irvine-CA-92620/51674159_zpid/","https://www.zillow.com/irvine-ca/9_p/"
"272","447737545","256 Maricopa, Irvine, CA 92618","33.690556","-117.69937","1990000","USD","3","3","2133 sqft","","1968300","","30","","False","https://photos.zillowstatic.com/fp/7e38f5ade8b166e85590758a28e070d2-p_e.jpg","FOR SALE","Condo for sale","Realty One Group West","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/256-Maricopa-Irvine-CA-92618/447737545_zpid/","https://www.zillow.com/irvine-ca/7_p/"
"769","401887416","524 Yale Way, San Jose, CA 95117","37.318165","-121.95372","1348000","USD","3","3","1791 sqft","","1324200","","31","","False","https://photos.zillowstatic.com/fp/b9242a5dd3d06ff2eaa7d5b1fca85acb-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/524-Yale-Way-San-Jose-CA-95117/401887416_zpid/","https://www.zillow.com/san-jose-ca/19_p/"
"676","64691488","456 E San Salvador St, San Jose, CA 95112","37.33464","-121.8759","1225000","USD","2","3","1444 sqft","","","4044","5","","False","https://photos.zillowstatic.com/fp/92f10715d28fd5803719f2b82b95e15b-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/456-E-San-Salvador-St-San-Jose-CA-95112/64691488_zpid/","https://www.zillow.com/san-jose-ca/17_p/"
"506","16741222","17469 Plaza Del Curtidor UNIT 201, San Diego, CA 92128","33.029453","-117.05348","649000","USD","2","3","1455 sqft","","633400","3053","3","","False","https://photos.zillowstatic.com/fp/8b2c41151fbab46f55136f83617138e6-p_e.jpg","FOR SALE","Condo for sale","Pacific Sotheby's Int'l Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/17469-Plaza-Del-Curtidor-UNIT-201-San-Diego-CA-92128/16741222_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"579","19799583","7248 Via Mimosa, San Jose, CA 95135","37.29124","-121.74737","718400","USD","2","2","1386 sqft","","708400","3406","57","","False","https://photos.zillowstatic.com/fp/61641604ace34bf7e7eff73c0b4597b9-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/7248-Via-Mimosa-San-Jose-CA-95135/19799583_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"491","19585714","1486 Douglas St, San Jose, CA 95126","37.321297","-121.91664","799000","USD","3","2","1130 sqft","","812700","3356","42","","False","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.32129669189453,-121.91664123535156&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=cGUG1V1Xqn1P65Yu9B_O-sdoYOQ=","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1486-Douglas-St-San-Jose-CA-95126/19585714_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"548","19683106","1148 Palm St, San Jose, CA 95110","37.315144","-121.88307","1898000","USD","2","4","2047 sqft","","1871300","6702","21","","False","https://photos.zillowstatic.com/fp/a3308cb502c38d22fc3f8374818d2e08-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1148-Palm-St-San-Jose-CA-95110/19683106_zpid/","https://www.zillow.com/san-jose-ca/14_p/"
"362","72108775","7555 Linda Vista Rd APT 11, San Diego, CA 92111","32.79905","-117.15867","325000","USD","1","0","388 sqft","","329300","1716","25","","False","https://photos.zillowstatic.com/fp/1b9310b0de05db7aadd272131d98fd55-p_e.jpg","FOR SALE","Condo for sale","The Greenhouse Group Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7555-Linda-Vista-Rd-APT-11-San-Diego-CA-92111/72108775_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"616","19583903","589 N Monroe St, San Jose, CA 95128","37.327885","-121.943665","1588888","USD","2","3","1434 sqft","","1564000","4331","21","","False","https://photos.zillowstatic.com/fp/e46e9594a42c170b48dfd26deeb966a8-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/589-N-Monroe-St-San-Jose-CA-95128/19583903_zpid/","https://www.zillow.com/san-jose-ca/16_p/"
"202","19822529","6101 Hutton Ct, San Jose, CA 95123","37.236637","-121.81541","1475000","USD","2","4","1760 sqft","","1496500","4651","9","","False","https://photos.zillowstatic.com/fp/0d07356c4927cdf97f2528120ef65a46-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6101-Hutton-Ct-San-Jose-CA-95123/19822529_zpid/","https://www.zillow.com/san-jose-ca/5_p/"
"720","17084040","730 31st St, San Diego, CA 92102","32.71337","-117.12778","725000","USD","1","2","871 sqft","","721200","2994","54","","False","https://photos.zillowstatic.com/fp/39d4f08aca668d60aee26a206a8caf38-p_e.jpg","FOR SALE","House for sale","Leal Real Estate Group, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/730-31st-St-San-Diego-CA-92102/17084040_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"252","16945732","7934 Mission Center Ct UNIT E, San Diego, CA 92108","32.773426","-117.15303","444500","USD","1","2","726 sqft","","","","85","","False","https://photos.zillowstatic.com/fp/ef44e78c0f8e4a5d4c95de7a5dabdd18-p_e.jpg","FOR SALE","Townhouse for sale","Ortiz Real Estate Services","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7934-Mission-Center-Ct-UNIT-E-San-Diego-CA-92108/16945732_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"616","17165491","3526 Del Sol Blvd APT K, San Diego, CA 92154","32.574253","-117.0583","372000","USD","1","2","800 sqft","","373600","2344","12","","False","https://photos.zillowstatic.com/fp/d89e8944f9c7d15762f99854f956bc81-p_e.jpg","FOR SALE","Condo for sale","Realty One Group Pacific","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3526-Del-Sol-Blvd-APT-K-San-Diego-CA-92154/17165491_zpid/","https://www.zillow.com/san-diego-ca/16_p/"
"538","17191279","5934 Carnegie St, San Diego, CA 92122","32.849243","-117.21758","1649000","USD","3","3","2119 sqft","","1624000","5522","65","","False","https://photos.zillowstatic.com/fp/2b6a09f632ee62875572baf4b9dec94e-p_e.jpg","FOR SALE","House for sale","eSan Diego Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5934-Carnegie-St-San-Diego-CA-92122/17191279_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"246","16659860","2517 Navarra Dr UNIT 1E, Carlsbad, CA 92009","33.088783","-117.2539","574999","USD","2","1","969 sqft","","567500","2899","18","","False","https://photos.zillowstatic.com/fp/fd8080e3b5f211bc21490e6a73cc9c99-p_e.jpg","FOR SALE","Condo for sale","RE/MAX Connections","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2517-Navarra-Dr-UNIT-1E-Carlsbad-CA-92009/16659860_zpid/","https://www.zillow.com/carlsbad-ca/6_p/"
"160","64511692","5200 Irvine Blvd SPACE 497, Irvine, CA 92620","33.711235","-117.758736","619999","USD","2","2","1788 sqft","","618800","3590","22","","False","https://photos.zillowstatic.com/fp/e6a8270073054a825b8756d99f0a5aac-p_e.jpg","FOR SALE","Condo for sale","Prestige Coastal Real Estate, Inc.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/5200-Irvine-Blvd-SPACE-497-Irvine-CA-92620/64511692_zpid/","https://www.zillow.com/irvine-ca/4_p/"
"485","448908327","136 Creation, Irvine, CA 92618","33.68162","-117.7163","2996000","USD","5","5","3411 sqft","","","","1","","False","https://photos.zillowstatic.com/fp/e680b04d57d988a64dc09120dd95bb16-p_e.jpg","FOR SALE","New construction","Toll Brothers Real Estate, Inc","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/136-Creation-Irvine-CA-92618/448908327_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"23","17091033","6056 Cervantes Ave, San Diego, CA 92114","32.698193","-117.06782","775000","USD","2","4","1333 sqft","","785500","3957","1","","False","https://photos.zillowstatic.com/fp/3c8bb967db80afd0e10422f732f33cd0-p_e.jpg","FOR SALE","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6056-Cervantes-Ave-San-Diego-CA-92114/17091033_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"277","19661128","5258 Yorkton Way, San Jose, CA 95130","37.27303","-121.99283","2488888","USD","3","3","1707 sqft","","","","3","","False","https://photos.zillowstatic.com/fp/93e90dfb2e1cd8ec6c8cfdd1867201ab-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5258-Yorkton-Way-San-Jose-CA-95130/19661128_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"177","17064546","758 Cordova St, San Diego, CA 92107","32.720844","-117.25606","5500000","USD","7","5","4016 sqft","","5306200","5856","40","","False","https://photos.zillowstatic.com/fp/6017e505af09364a9c4efd85826b3c88-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/758-Cordova-St-San-Diego-CA-92107/17064546_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"459","16764376","13711 Mercado Dr, Del Mar, CA 92014","32.94745","-117.250626","2877000","USD","2","3","1750 sqft","","","","15","","False","https://photos.zillowstatic.com/fp/61cbdf59be56a6d8310b6bafba338c11-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13711-Mercado-Dr-Del-Mar-CA-92014/16764376_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"748","17066878","1650 8th Ave UNIT 107, San Diego, CA 92101","32.722797","-117.157715","580000","USD","2","2","951 sqft","","","","85","","False","https://photos.zillowstatic.com/fp/c96d6322dc951095357e326616c32600-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1650-8th-Ave-UNIT-107-San-Diego-CA-92101/17066878_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"302","17168747","823 Fuchsia Ln, San Diego, CA 92154","32.581432","-117.0392","865000","USD","3","5","2142 sqft","","","4728","34","","False","https://photos.zillowstatic.com/fp/817222eeb4e625e739d35621aa85bc7a-p_e.jpg","FOR SALE","House for sale","Regal Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/823-Fuchsia-Ln-San-Diego-CA-92154/17168747_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"119","140609455","7318 San Luis St #285, Carlsbad, CA 92011","33.097523","-117.30854","319000","USD","2","2","1440 sqft","","316100","4843","128","","False","https://photos.zillowstatic.com/fp/be1c14356c3bc4e5a0764e8d83676a50-p_e.jpg","FOR SALE","Home for sale","The Broker Network","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7318-San-Luis-St-285-Carlsbad-CA-92011/140609455_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"288","2060309425","346 Baluster St, Irvine, CA 92618","33.66738","-117.71474","2699000","USD","5","5","3297 sqft","","2756500","7623","25","","False","https://photos.zillowstatic.com/fp/318d80cc230307874c234ac781099a96-p_e.jpg","FOR SALE","House for sale","JC Pacific Corp","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/346-Baluster-St-Irvine-CA-92618/2060309425_zpid/","https://www.zillow.com/irvine-ca/8_p/"
"353","111185132","3129 Calle Abajo SPACE 107, San Diego, CA 92139","32.663544","-117.06472","341900","USD","2","4","1307 sqft","","342200","3006","21","","False","https://photos.zillowstatic.com/fp/369af511529d85e27bca270efd567a48-p_e.jpg","FOR SALE","Home for sale","Advantage Homes","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3129-Calle-Abajo-SPACE-107-San-Diego-CA-92139/111185132_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"422","51075136","3661 Jasmine Cir, San Jose, CA 95135","37.310753","-121.75732","1299000","USD","3","3","1545 sqft","","1327900","3769","6","","False","https://photos.zillowstatic.com/fp/28b58b90ccb17dce80af6912d1eba3b4-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3661-Jasmine-Cir-San-Jose-CA-95135/51075136_zpid/","https://www.zillow.com/san-jose-ca/11_p/"
"92","19602247","4735 Lago Vista Cir, San Jose, CA 95129","37.318604","-121.9877","1499888","USD","3","3","1496 sqft","","","","17","","False","https://photos.zillowstatic.com/fp/bca054841b4e5f6048510499c44b37bf-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/4735-Lago-Vista-Cir-San-Jose-CA-95129/19602247_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"165","2059126441","7320 San Bartolo St, Carlsbad, CA 92011","33.098934","-117.30876","449000","USD","2","2","1440 sqft","","","","78","","False","https://photos.zillowstatic.com/fp/53ce8007bb3ab11936636ce0adb9d8e3-p_e.jpg","FOR SALE","Home for sale","Davis Coastal Properties","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7320-San-Bartolo-St-Carlsbad-CA-92011/2059126441_zpid/","https://www.zillow.com/carlsbad-ca/5_p/"
"359","19698445","1395 Boysea Dr, San Jose, CA 95118","37.2607","-121.88925","1599000","USD","2","3","1180 sqft","","1681500","3874","8","","False","https://photos.zillowstatic.com/fp/93ba10f7596a244c87ca6fd1b0ca7811-p_e.jpg","FOR SALE","House for sale","Sequoia Real Estate","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1395-Boysea-Dr-San-Jose-CA-95118/19698445_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"87","19692436","2432 Fairoak Ct, San Jose, CA 95125","37.280445","-121.9056","1999000","USD","2","4","1618 sqft","","1993700","4588","2","","False","https://photos.zillowstatic.com/fp/92a17926f624db81e4d3ec527d85a9f1-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2432-Fairoak-Ct-San-Jose-CA-95125/19692436_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"425","166728741","1782 Infinity Way, San Jose, CA 95122","37.32221","-121.85031","1399000","USD","4","4","2317 sqft","","1396100","4749","9","","False","https://photos.zillowstatic.com/fp/5cbce03af8e327b42884f044c59d06db-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1782-Infinity-Way-San-Jose-CA-95122/166728741_zpid/","https://www.zillow.com/san-jose-ca/11_p/"
"700","16992377","5150 Bristol Rd, San Diego, CA 92116","32.770813","-117.10246","2850000","USD","4","4","3271 sqft","","2757600","7041","36","","False","https://photos.zillowstatic.com/fp/ecf8d80ae56b7f78d34331ac9a3b39af-p_e.jpg","FOR SALE","House for sale","Keller Williams La Jolla","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5150-Bristol-Rd-San-Diego-CA-92116/16992377_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"4","79813388","1427 Abelia, Irvine, CA 92606","33.692467","-117.82079","600000","USD","2","2","1261 sqft","","","3418","165","","False","https://photos.zillowstatic.com/fp/50bf155a2e6484970e75f0a496ca2ff7-p_e.jpg","FOR SALE","Condo for sale","Keller Williams Realty Irvine","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/1427-Abelia-Irvine-CA-92606/79813388_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
